FuelType,TotalFuelConsumption,NetGeneration
Petroleum,"25,608","5,238"
Petroleum,"47,860","8,737"
Petroleum,0,0
Petroleum,"4,217","1,029"
Petroleum,"166,868","119,184"
Petroleum,0,0
Petroleum,0,0
Coal,"13,654","25,185"
Coal,"1,188,116","2,021,807"
Coal,"1,595,419","2,618,017"
Coal,"214,526","418,986"
Coal,0,0
Other,"2,052","4,680"
Other,"59,983","137,694"
Coal,0,0
Wind,0,"718,696"
Wind,0,"89,495"
Wind,0,"178,456"
Wind,0,"161,723"
Wind,0,"193,770"
Wind,0,"79,314"
Wind,0,"121,475"
Wind,0,"108,392"
Wind,0,"164,060"
Wind,0,"127,537"
Wind,0,"181,503"
Wind,0,"134,483"
Gas,0,0
Gas,"68,806,299","98,011"
Biomass,"576,813","218,801"
Biomass,"264,140","72,369"
Biomass,"6,113,479","185,465"
Biomass,"103,061","33,294"
Biomass,"40,055","7,356"
Biomass,"348,420","82,418"
Coal,"4,171,527","10,056,927"
Coal,"2,310,221","5,072,664"
Coal,"3,592,811","8,604,341"
Coal,"131,522","331,162"
Coal,"1,245,125","3,088,213"
Coal,"1,517,522","3,373,028"
Coal,0,0
Coal,868,763
Coal,"2,817,418","6,179,538"
Coal,"50,479","87,433"
Coal,"6,749,846","15,291,491"
Coal,"134,715","283,034"
Coal,"287,252","503,193"
Coal,"3,640,045","7,711,150"
Coal,"2,869,762","7,279,775"
Coal,"1,111,559","2,094,780"
Coal,0,0
Coal,0,0
Coal,"3,044,164","7,244,634"
Coal,"1,864,977","4,257,488"
Coal,"575,171","809,871"
Coal,"6,505,392","15,696,015"
Coal,"312,917","235,879"
Coal,0,0
Coal,"743,259","1,277,360"
Coal,0,0
Coal,0,0
Coal,"242,718","96,840"
Petroleum,"66,429","38,861"
Petroleum,"5,968",289
Petroleum,"23,641","12,662"
Petroleum,0,0
Petroleum,89,-443
Petroleum,"53,699","30,658"
Petroleum,"5,644","1,191"
Petroleum,98,-290
Petroleum,"20,822","11,674"
Petroleum,986,-368
Petroleum,"36,939","21,507"
Petroleum,283,48
Petroleum,"4,203",-50
Petroleum,"18,923","10,446"
Petroleum,68,37
Petroleum,0,0
Petroleum,283,141
Petroleum,"55,259","32,394"
Petroleum,176,-231
Petroleum,"1,813",165
Petroleum,25,7
Petroleum,"3,213","1,512"
Petroleum,"2,711",547
Petroleum,"21,916","11,879"
Petroleum,12,"-1,454"
Petroleum,"34,094","19,810"
Petroleum,"10,687","5,862"
Petroleum,0,-19
Petroleum,"10,012","5,524"
Petroleum,9,-334
Petroleum,291,-109
Petroleum,"47,442","23,729"
Petroleum,512,176
Petroleum,"18,935","11,165"
Petroleum,0,0
Petroleum,0,"-1,151"
Petroleum,"31,047","18,395"
Petroleum,"15,886","3,108"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,256,71
Petroleum,"2,079","1,105"
Petroleum,"4,127","1,976"
Petroleum,"1,572",318
Petroleum,0,0
Hydro,0,"311,711"
Hydro,0,"186,398"
Gas,0,0
Gas,"11,765",394
Gas,0,0
Gas,0,0
Gas,"113,799","7,215"
Gas,"1,158",37
Gas,"76,693","4,007"
Gas,0,-397
Gas,"45,008","4,226"
Gas,"55,172",889
Gas,"1,226,496","29,568"
Gas,"65,321","4,087"
Gas,"257,327","15,932"
Gas,"127,249","4,417"
Gas,"1,216,605","89,918"
Gas,"221,259","18,978"
Gas,"173,270","14,028"
Gas,"597,803","42,298"
Gas,"342,607","31,982"
Gas,"215,056","436,605"
Gas,"7,782,143","701,685"
Gas,"150,168","13,758"
Gas,0,"229,948"
Gas,"4,580,641","396,003"
Gas,"188,330",0
Gas,"254,640","888,315"
Gas,"17,001,678","1,531,457"
Gas,"61,409","5,258"
Gas,"4,393",356
Gas,"71,725","5,540"
Gas,"1,164,991","3,231"
Gas,"2,073,719","139,953"
Gas,"4,229",75
Gas,"1,475,916","27,177"
Nuclear,0,"7,327,724"
Nuclear,0,"7,609,612"
Gas,"291,389","2,174"
Other,264,"3,076"
Other,0,0
Petroleum,"353,927","955,755"
Petroleum,"287,969","95,389"
Gas,"12,243",811
Petroleum,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,"306,275","688,674"
Coal,"173,802","277,150"
Coal,0,0
Coal,"1,030,852","2,005,416"
Coal,"181,146","275,402"
Coal,0,0
Coal,0,0
Coal,"40,998","67,135"
Coal,"560,696","1,096,524"
Coal,0,0
Coal,"2,491,112","4,690,555"
Coal,"1,005,669","1,701,948"
Coal,"1,478,709","3,445,836"
Other,"12,834","11,312"
Wind,0,"15,474"
Biomass,"13,188","1,530"
Biomass,"125,112","5,186"
Biomass,"4,847","1,250"
Biomass,"7,978",0
Biomass,"281,940","164,154"
Biomass,"53,332","20,265"
Coal,0,0
Coal,0,0
Coal,"122,004","186,018"
Coal,0,0
Coal,"94,710","134,158"
Petroleum,5,3
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,78,0
Petroleum,0,0
Petroleum,126,0
Petroleum,73,33
Petroleum,336,0
Petroleum,"2,132","1,216"
Petroleum,0,0
Petroleum,214,0
Petroleum,"1,044",514
Petroleum,"14,593","8,322"
Petroleum,"4,100","2,144"
Petroleum,160,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,365,149
Petroleum,123,345
Petroleum,"1,019",110
Petroleum,1,0
Petroleum,314,97
Hydro,0,"378,248"
Hydro,0,"691,201"
Hydro,"287,157","-116,831"
Hydro,0,"738,176"
Hydro,0,"234,165"
Hydro,0,"265,145"
Hydro,0,"1,455,091"
Petroleum,0,0
Coal,0,0
Other,"7,381",0
Gas,"68,651","6,196"
Gas,"4,277,855","396,986"
Gas,"22,970","20,926"
Gas,"361,920","38,433"
Gas,"4,873,442","442,513"
Gas,"685,038","62,503"
Gas,"95,013","6,910"
Gas,"4,464,431","435,088"
Gas,942,57
Gas,"32,069,753","2,888,612"
Gas,0,"716,025"
Gas,"18,157,434","1,586,106"
Gas,"7,469,379","735,679"
Gas,"374,652","29,413"
Gas,"8,727,583","734,935"
Gas,"2,980,394","192,562"
Gas,"9,228,434","1,003,353"
Gas,0,0
Gas,"4,921",359
Gas,"5,403,543","477,782"
Gas,"289,888","22,998"
Gas,"21,382,190","1,916,422"
Gas,0,"515,171"
Gas,"11,198,263","1,007,030"
Gas,0,"290,224"
Gas,"7,582,345","554,506"
Gas,"1,393,876","1,424,512"
Gas,"25,171,761","2,327,706"
Gas,"466,841","1,136,896"
Gas,"22,089,826","1,922,772"
Gas,"2,745,279","1,233,088"
Gas,"20,904,584","2,235,481"
Gas,"12,616,513","1,824,651"
Gas,"18,369,857","2,595,772"
Gas,"3,621,242","2,238,518"
Gas,"33,971,983","3,050,815"
Gas,"671,118","56,480"
Gas,0,0
Gas,"441,801","44,856"
Gas,"368,127","36,870"
Gas,"55,215","5,427"
Gas,"26,436","2,572"
Gas,"205,213","26,020"
Gas,"68,564","62,974"
Gas,"3,419,542","333,473"
Gas,"1,492,128","27,295"
Gas,"9,242",531
Gas,0,0
Gas,"4,497,621","236,327"
Gas,"11,005,426","12,063"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"23,694","6,656"
Coal,"4,506,123","6,834,237"
Coal,"5,139,684","8,444,013"
Coal,"4,083,677","6,718,958"
Coal,"3,877,889","6,549,623"
Coal,"2,011,996","3,098,424"
Coal,"1,217,860","1,829,560"
Coal,"367,739","405,901"
Wind,0,"274,763"
Wind,0,"585,732"
Wind,0,"543,258"
Wind,0,"359,988"
Wind,0,"207,806"
Wind,0,"82,018"
Wind,0,"218,025"
Petroleum,39,20
Biomass,"346,869","89,309"
Biomass,"348,151","141,557"
Biomass,"78,014","59,043"
Biomass,"1,546,340","60,960"
Biomass,0,0
Biomass,"98,371","52,606"
Biomass,"177,193","220,630"
Biomass,"668,844","22,431"
Biomass,0,0
Biomass,"176,036","104,469"
Petroleum,"5,595","3,298"
Petroleum,0,0
Petroleum,0,-130
Petroleum,59,-344
Petroleum,"2,783",367
Petroleum,0,0
Hydro,0,"2,051,347"
Hydro,0,"976,982"
Hydro,0,"4,465,809"
Hydro,0,"8,417,494"
Hydro,0,"5,092,866"
Hydro,0,"6,108,005"
Hydro,0,"82,736"
Hydro,0,"5,366,892"
Hydro,0,0
Hydro,0,"155,660"
Other,"76,530","41,248"
Gas,"114,104","468,682"
Gas,"10,245,636","922,613"
Gas,"659,180","582,971"
Gas,"10,038,177","976,396"
Gas,0,"133,320"
Gas,"4,289,908","315,912"
Gas,"18,807","1,407"
Gas,"1,771,449","41,491"
Gas,"126,726","4,023"
Gas,0,"1,063,747"
Gas,"22,471,132","2,048,620"
Gas,0,0
Gas,"18,610,298","2,981,732"
Gas,"629,995","1,288,175"
Gas,"23,637,650","2,178,236"
Gas,"19,285",976
Gas,"438,984","971,099"
Gas,"17,072,935","1,677,235"
Gas,"5,195",509
Gas,"213,627","28,014"
Gas,"42,852","1,791"
Gas,"129,206","3,355"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"924,151","86,631"
Other,0,0
Other,0,0
Petroleum,"5,414",860
Petroleum,0,0
Coal,"1,854,042","3,196,902"
Wind,0,"95,884"
Wind,0,"233,453"
Wind,0,"104,572"
Wind,0,"215,636"
Wind,0,"258,672"
Wind,0,"766,642"
Wind,0,"343,833"
Wind,0,"207,067"
Wind,0,"200,136"
Wind,0,"173,576"
Wind,0,"225,337"
Wind,0,"172,550"
Wind,0,"374,926"
Petroleum,"4,077","1,604"
Gas,"83,266,575","244,411"
Biomass,"6,963,840","235,308"
Biomass,"929,154","338,456"
Biomass,"216,419","127,176"
Biomass,"285,369","119,401"
Biomass,"305,032","106,964"
Biomass,"442,615","159,489"
Biomass,"399,896","191,345"
Biomass,"4,150,475","112,712"
Biomass,"4,423,401","177,637"
Biomass,0,0
Biomass,"251,857","132,599"
Biomass,"14,586","5,195"
Biomass,"399,188","13,355"
Biomass,0,0
Biomass,"124,572","37,785"
Biomass,"141,667","76,012"
Biomass,"609,645","259,970"
Biomass,"11,490","3,479"
Biomass,"122,586","46,135"
Coal,"173,581","344,096"
Coal,"899,978","2,272,527"
Coal,"424,803","950,710"
Coal,"4,546,143","12,147,611"
Coal,"4,572,113","11,401,719"
Coal,"974,359","2,274,802"
Coal,"3,992,921","10,509,550"
Coal,"292,388","615,776"
Coal,"3,364,135","8,840,237"
Coal,0,0
Coal,0,0
Coal,"3,750,432","9,901,003"
Coal,"613,993","1,073,518"
Coal,"185,508","427,936"
Coal,"873,327","1,758,158"
Coal,"254,872","566,796"
Coal,"2,916,712","6,781,911"
Coal,"373,494","799,712"
Coal,"6,803,553","17,357,924"
Coal,"1,163,744","2,759,657"
Coal,0,0
Coal,"160,990","124,392"
Coal,"51,768","90,818"
Coal,"421,203","738,973"
Coal,"19,338",712
Coal,"379,626","296,727"
Petroleum,0,"-1,926"
Petroleum,0,-456
Petroleum,"2,423",98
Petroleum,"15,995","5,851"
Petroleum,"5,790","1,776"
Petroleum,"16,710","9,597"
Petroleum,298,"-8,325"
Petroleum,"5,414","2,669"
Petroleum,267,154
Petroleum,0,0
Petroleum,"28,829","15,925"
Petroleum,"16,699","8,909"
Petroleum,145,-172
Petroleum,"28,066","15,714"
Petroleum,"4,279","2,465"
Petroleum,"50,400","30,606"
Petroleum,26,14
Petroleum,"4,243","2,171"
Petroleum,470,255
Petroleum,"39,670","23,365"
Petroleum,"4,401","2,076"
Petroleum,"53,639","31,518"
Petroleum,475,163
Petroleum,82,28
Petroleum,"11,913","5,421"
Petroleum,39,3
Petroleum,"13,515","6,614"
Petroleum,551,194
Petroleum,"13,314","5,928"
Petroleum,2,47
Petroleum,0,0
Petroleum,"1,190","-2,759"
Petroleum,"7,139","3,229"
Petroleum,"40,800","23,674"
Petroleum,"1,318",737
Petroleum,"55,160","32,689"
Petroleum,0,0
Petroleum,"3,879","1,631"
Petroleum,0,0
Petroleum,"5,183","1,565"
Petroleum,"4,440",805
Petroleum,"1,174",740
Petroleum,0,"13,791"
Petroleum,"73,394","31,345"
Petroleum,0,0
Petroleum,"1,457",899
Petroleum,"43,714","17,129"
Petroleum,749,462
Petroleum,"17,563","6,502"
Petroleum,"173,919","17,427"
Petroleum,527,326
Petroleum,"4,670","1,869"
Petroleum,44,2
Petroleum,0,0
Petroleum,513,259
Petroleum,19,7
Petroleum,"37,051","4,279"
Petroleum,776,164
Hydro,0,"709,152"
Hydro,"2,181,779","-302,379"
Hydro,0,"1,069,776"
Hydro,"942,402","-257,966"
Hydro,0,"99,586"
Hydro,0,"942,322"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Other,"309,726","265,927"
Other,"95,126","93,816"
Other,"101,679","84,041"
Other,"133,299","150,348"
Other,"195,388","101,993"
Other,"94,850","35,321"
Gas,"1,581","-1,435"
Gas,"43,358","1,863"
Gas,"1,104",-313
Gas,0,0
Gas,0,0
Gas,"74,665","8,076"
Gas,"57,507","3,046"
Gas,"1,667,024","113,669"
Gas,"727,902","61,022"
Gas,"2,542,147","200,953"
Gas,0,0
Gas,"58,429","5,409"
Gas,"26,750","2,082"
Gas,"53,237","5,427"
Gas,"33,834","1,818"
Gas,"35,175","2,644"
Gas,"1,688,500","29,070"
Gas,"637,955","23,120"
Gas,0,0
Gas,"139,045","4,470"
Gas,0,"900,175"
Gas,"16,348,168","1,464,375"
Gas,434,"1,055,334"
Gas,"20,837,614","1,897,271"
Gas,"470,610","40,049"
Gas,"1,661,631","2,484,975"
Gas,"43,879,105","4,046,012"
Gas,0,"1,038,143"
Gas,"21,428,959","2,032,800"
Gas,"368,943","33,339"
Gas,"799,732","982,967"
Gas,"17,013,993","1,563,972"
Gas,0,"789,429"
Gas,"15,402,200","1,310,386"
Gas,0,"276,463"
Gas,"10,196,940","998,768"
Gas,0,"290,085"
Gas,"4,608,412","349,483"
Gas,"353,597","1,240,655"
Gas,"26,362,638","2,447,435"
Gas,"158,103","663,697"
Gas,"13,438,308","1,236,324"
Gas,"179,460","19,383"
Gas,"1,944,757","213,436"
Gas,"4,749,302","190,723"
Gas,"5,203,032","435,561"
Gas,"1,398,236","174,702"
Gas,"97,619","16,733"
Gas,"233,772","9,704"
Gas,"60,761","3,262"
Gas,"494,538","34,197"
Gas,"58,704","17,461"
Gas,"483,927","9,450"
Gas,"5,721,830","439,055"
Gas,0,0
Gas,"108,867","3,300"
Nuclear,0,"9,941,736"
Nuclear,0,"8,668,093"
Nuclear,0,"7,217,484"
Nuclear,0,"6,193,961"
Nuclear,0,"10,475,530"
Nuclear,0,"9,011,127"
Nuclear,0,"10,019,443"
Nuclear,0,"9,311,403"
Nuclear,0,"5,888,909"
Gas,"8,403,300","68,900"
Gas,"2,967,259","51,084"
Gas,"1,492,893","41,836"
Gas,"6,743,377","46,036"
Other,"567,104","22,524"
Other,0,0
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"20,218","37,159"
Petroleum,"7,557","18,659"
Petroleum,"81,014","140,775"
Gas,"6,390",792
Gas,"6,368",666
Petroleum,"490,867","284,746"
Petroleum,"49,392","28,464"
Petroleum,"150,995","76,060"
Petroleum,"24,440","13,193"
Petroleum,0,0
Petroleum,273,33
Petroleum,0,0
Petroleum,"142,684","8,434"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,819,100
Solar,0,0
Solar,0,0
Coal,0,0
Coal,"969,679","2,246,817"
Coal,0,0
Coal,"330,009","438,207"
Coal,0,0
Other,"34,607","88,573"
Coal,"3,191,415","3,405,286"
Coal,"2,564,479","2,526,910"
Coal,"4,205,442","4,115,725"
Coal,"222,766","159,106"
Wind,0,"153,557"
Wind,0,"42,516"
Wind,0,"75,474"
Wind,0,"90,930"
Wind,0,"27,840"
Wind,0,"530,820"
Petroleum,"9,100","4,756"
Petroleum,"2,730","1,220"
Biomass,"4,714,738","152,776"
Petroleum,0,174
Petroleum,726,362
Petroleum,"21,366","11,385"
Petroleum,0,0
Petroleum,"2,077","2,446"
Petroleum,234,110
Petroleum,0,0
Hydro,0,"6,135"
Gas,0,"587,133"
Gas,"13,581,134","1,186,363"
Gas,"28,767","171,847"
Gas,"4,174,572","338,011"
Gas,"38,867","183,442"
Gas,"4,425,969","355,967"
Gas,0,"565,667"
Gas,"10,794,890","956,447"
Gas,"217,944","1,131,654"
Gas,"21,942,259","1,985,476"
Gas,"9,123","1,389"
Gas,"133,489","29,853"
Gas,"445,116","33,753"
Gas,"1,180,166","26,275"
Petroleum,"17,785","1,786"
Biomass,"1,330",563
Biomass,"476,511","281,049"
Biomass,"626,985","230,434"
Biomass,"881,352","215,014"
Biomass,"1,093,699","377,820"
Biomass,"317,727","71,496"
Biomass,"1,101,413","304,539"
Biomass,"818,668","129,803"
Biomass,"791,472","21,089"
Biomass,"1,333,845","54,061"
Biomass,0,0
Biomass,"255,528","8,860"
Biomass,"118,030","38,834"
Coal,"5,716,190","14,220,894"
Coal,"408,053","931,999"
Coal,"196,442","422,985"
Coal,"466,851","1,078,214"
Coal,"382,435","970,515"
Coal,"151,533","371,030"
Coal,"1,331,447","3,342,516"
Coal,"1,452,860","3,799,479"
Coal,"99,857","227,353"
Coal,"2,452,036","5,844,409"
Coal,"982,303","2,555,530"
Coal,"210,138","210,931"
Coal,"89,123","66,708"
Coal,"109,129","110,349"
Coal,"45,807","27,801"
Coal,"210,444","516,187"
Coal,"158,959","336,339"
Coal,"31,106","123,987"
Petroleum,"27,446","15,884"
Petroleum,"20,058","4,848"
Petroleum,137,32
Petroleum,901,506
Petroleum,0,-674
Petroleum,"2,678",-80
Petroleum,"8,570","3,878"
Petroleum,"21,285","11,870"
Petroleum,"2,281","1,322"
Petroleum,0,"2,120"
Petroleum,"9,993","5,195"
Petroleum,"2,057","1,083"
Petroleum,214,120
Petroleum,"24,732","14,235"
Petroleum,"1,263",456
Petroleum,"18,206","10,500"
Petroleum,"7,589",666
Petroleum,"10,074","5,632"
Petroleum,"2,658","1,629"
Petroleum,0,0
Petroleum,294,"-1,508"
Petroleum,"10,224","2,413"
Petroleum,"7,014","1,031"
Petroleum,42,22
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,127",911
Petroleum,"7,477","2,707"
Petroleum,"2,480","1,564"
Petroleum,867,484
Petroleum,0,0
Petroleum,79,48
Petroleum,222,201
Petroleum,"4,010",764
Hydro,0,0
Hydro,"1,148,967","-222,399"
Hydro,0,"185,195"
Hydro,0,"218,371"
Hydro,0,"519,747"
Hydro,"911,209","-254,068"
Hydro,0,"49,464"
Hydro,0,"194,767"
Hydro,"2,417,800","-499,976"
Hydro,0,"890,321"
Hydro,0,"42,794"
Hydro,0,"1,587"
Petroleum,0,0
Other,"92,822","31,771"
Gas,"779,495","50,013"
Gas,531,5
Gas,0,-674
Gas,"23,874",656
Gas,"178,317","18,024"
Gas,0,0
Gas,0,"591,219"
Gas,"17,278,609","1,675,511"
Gas,"341,071","35,650"
Gas,"301,801","29,666"
Gas,"36,580","2,146"
Gas,540,57
Gas,0,0
Gas,0,"753,705"
Gas,"13,411,966","1,110,716"
Gas,"3,758,621","308,993"
Gas,"60,633","1,996"
Gas,"280,924","8,005"
Gas,"53,305","1,211"
Gas,"3,693,679","351,511"
Gas,115,"12,983"
Gas,"338,287","31,205"
Gas,0,0
Gas,"29,863,678","4,278,826"
Gas,"453,476","39,530"
Gas,0,0
Gas,"1,256,320","101,159"
Gas,45,6
Nuclear,0,"6,473,191"
Nuclear,0,"6,310,555"
Nuclear,0,"7,606,988"
Nuclear,0,"6,974,694"
Nuclear,0,"9,002,040"
Nuclear,0,"8,910,223"
Nuclear,0,"6,872,043"
Petroleum,"125,896","383,070"
Gas,0,0
Petroleum,"34,908","11,970"
Petroleum,"32,640","5,733"
Petroleum,0,0
Petroleum,"19,444","2,963"
Coal,0,0
Coal,0,0
Coal,0,0
Other,"15,789","20,418"
Other,"70,913","53,165"
Petroleum,0,"-1,939"
Petroleum,"23,272","13,361"
Petroleum,"109,618","20,363"
Biomass,"4,308","5,775"
Petroleum,847,304
Petroleum,0,0
Petroleum,"3,831","2,129"
Petroleum,"8,771","2,978"
Petroleum,0,0
Petroleum,"7,385","3,022"
Petroleum,"1,682",798
Petroleum,384,166
Petroleum,879,642
Petroleum,60,52
Hydro,0,"1,851,156"
Hydro,0,"1,330,501"
Hydro,0,"666,457"
Hydro,0,"471,091"
Gas,"196,551","12,097"
Gas,"1,168,969","109,377"
Gas,"5,688",526
Gas,"2,021",133
Coal,"1,968,292","3,062,222"
Coal,"98,911","128,691"
Other,"11,203","31,318"
Wind,0,"175,639"
Wind,0,"96,251"
Wind,0,"5,571"
Wind,0,"114,847"
Biomass,"872,983","190,707"
Biomass,"500,135","73,598"
Biomass,"99,675","6,927"
Biomass,0,0
Biomass,"761,904","28,507"
Biomass,"1,146,018","386,938"
Biomass,0,0
Biomass,"926,819","209,754"
Coal,0,0
Coal,"1,244,205","3,296,441"
Coal,"7,311,154","15,799,895"
Coal,0,0
Coal,"1,536,343","3,606,515"
Coal,"603,833","1,207,277"
Coal,"994,450","1,895,010"
Coal,0,0
Coal,"59,353","28,746"
Coal,"1,402,400","1,070,172"
Coal,"58,743","17,987"
Coal,"232,838","84,450"
Petroleum,858,"-1,024"
Petroleum,"50,397","30,376"
Petroleum,"37,190","14,833"
Petroleum,"136,540","73,445"
Petroleum,"12,534","7,620"
Petroleum,"17,815","10,095"
Petroleum,"4,548","2,525"
Petroleum,"14,180","5,402"
Petroleum,"50,116","25,316"
Petroleum,"18,395","3,817"
Petroleum,"1,221",602
Petroleum,"2,743","1,588"
Petroleum,"10,413","1,514"
Hydro,0,"375,408"
Hydro,0,"799,700"
Hydro,0,"441,437"
Hydro,0,"809,534"
Hydro,0,"527,460"
Hydro,0,"1,402,483"
Hydro,0,"961,579"
Hydro,"3,131,690","-649,832"
Hydro,0,"393,461"
Hydro,0,"687,906"
Hydro,0,"3,083,322"
Gas,"9,122",-519
Gas,"57,532","6,261"
Gas,"743,480","57,104"
Gas,"2,546,040","220,387"
Gas,"450,392","7,495"
Gas,"248,841","7,469"
Gas,"261,520","19,749"
Gas,0,0
Gas,"50,540","-3,438"
Gas,"1,003,807","80,962"
Gas,"147,582","2,351"
Gas,0,0
Gas,"241,476",578
Nuclear,0,"8,962,175"
Nuclear,0,"8,792,361"
Nuclear,0,"9,207,465"
Gas,"2,693,324","12,010"
Other,"1,172",788
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,0,0
Coal,"2,632,068","4,933,607"
Coal,0,0
Coal,"3,845,922","6,459,997"
Coal,"1,848,732","3,234,421"
Coal,0,0
Coal,0,0
Wind,0,345
Wind,0,"51,402"
Petroleum,"23,857","2,042"
Gas,"23,381,837","94,299"
Biomass,"1,138,179","254,787"
Biomass,"824,715","148,216"
Biomass,"1,499,899","41,627"
Biomass,"31,829","2,128"
Biomass,"9,816,622","357,917"
Biomass,"11,485","1,245"
Biomass,"564,252","14,628"
Biomass,"472,701","18,448"
Biomass,0,0
Biomass,"286,020","9,128"
Biomass,"2,412,955","425,299"
Biomass,"553,527","109,319"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Petroleum,"20,027","10,509"
Petroleum,0,0
Petroleum,"5,940","2,488"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,135,69
Petroleum,0,0
Petroleum,0,-815
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,115,62
Petroleum,467,230
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,43,18
Petroleum,0,0
Petroleum,67,33
Petroleum,0,0
Petroleum,0,0
Petroleum,66,24
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,245","1,039"
Petroleum,"2,900","1,469"
Petroleum,0,0
Petroleum,964,452
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,607,339
Petroleum,0,0
Petroleum,0,0
Petroleum,"13,823","7,746"
Petroleum,"34,156","18,085"
Petroleum,"29,117","15,046"
Petroleum,"2,977","1,560"
Petroleum,0,0
Petroleum,0,0
Petroleum,"8,055","3,883"
Petroleum,"12,942","6,569"
Petroleum,0,0
Petroleum,0,0
Petroleum,"29,469","3,425"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,252,78
Petroleum,875,313
Petroleum,0,0
Petroleum,"1,026",349
Petroleum,"1,435",724
Petroleum,0,0
Petroleum,316,245
Petroleum,0,0
Wind,0,"16,360"
Hydro,0,"86,626"
Hydro,0,"245,162"
Hydro,0,"1,114,496"
Hydro,0,"55,061"
Petroleum,0,0
Coal,"5,144,912","6,514,923"
Coal,"2,912,339","3,635,668"
Coal,0,0
Coal,"9,766,209","11,787,402"
Coal,"2,623,716","3,031,240"
Coal,"3,303,265","2,857,891"
Coal,"4,027,601","4,290,588"
Coal,"1,712,108","2,031,762"
Coal,"2,939,060","3,443,521"
Coal,0,0
Gas,"206,070","19,765"
Gas,"3,868,845","402,815"
Gas,0,"88,443"
Gas,"2,080,433","170,288"
Gas,"5,485,693","429,952"
Gas,"7,593,660","664,661"
Gas,0,0
Gas,0,0
Gas,"9,669,314","983,971"
Gas,"10,186,772","913,764"
Gas,"19,159,469","1,742,995"
Gas,"49,667,312","4,441,708"
Gas,"15,384,282","1,414,516"
Gas,"754,604","45,742"
Gas,"1,401,663","109,797"
Gas,0,"-1,875"
Gas,"4,387",-67
Gas,"3,835,319","306,454"
Gas,0,"306,626"
Gas,"10,154,997","762,128"
Gas,"524,894","35,480"
Gas,"5,777",220
Gas,"9,804,819","970,295"
Gas,"4,383,791","364,271"
Gas,"11,963,961","1,043,151"
Gas,"18,170,667","1,769,366"
Gas,"9,942,699","850,115"
Gas,"10,452,303","960,379"
Gas,"6,211,709","521,754"
Gas,"6,317,297","522,421"
Gas,"355,947","23,107"
Gas,0,0
Gas,"676,033","50,321"
Gas,"2,984,747","187,333"
Gas,"165,708","15,274"
Gas,"723,388","52,780"
Gas,"7,012,251","619,395"
Gas,"3,267,872","235,985"
Gas,"762,083","59,007"
Gas,"5,080,108","389,133"
Gas,"729,919","53,692"
Gas,"15,176,061","1,427,655"
Gas,"28,075","1,473"
Gas,"139,006","10,376"
Gas,"1,462,706","119,129"
Gas,"11,587,900","958,255"
Gas,"1,158,766","111,070"
Gas,"202,016","14,468"
Gas,"15,555,376","1,359,890"
Gas,"9,692,597","892,265"
Gas,"105,062","5,466"
Gas,"999,458","78,491"
Gas,"5,392,351","474,061"
Gas,0,"81,095"
Gas,"3,283,502","262,466"
Gas,"43,792",52
Gas,"35,908",51
Gas,"518,221","36,651"
Gas,"10,025,346","923,278"
Gas,"3,312,844","302,790"
Gas,"61,013","5,888"
Gas,"34,662","3,497"
Gas,"245,569","24,053"
Gas,"296,135","30,868"
Gas,"70,416","6,039"
Gas,"96,063","9,761"
Gas,0,"540,080"
Gas,"9,872,743","834,962"
Gas,"1,517,217","646,109"
Gas,"10,529,444","949,777"
Gas,"1,882,949","169,730"
Gas,"203,651","18,510"
Gas,"659,019","52,442"
Gas,"3,905,386","334,472"
Gas,"1,441,770","46,591"
Gas,"22,507,689","1,418,768"
Gas,"212,400","634,838"
Gas,"26,239,330","3,049,720"
Gas,0,0
Gas,"23,603","1,904"
Gas,"29,421,043","2,522,537"
Gas,0,"87,069"
